Year,Cohort,Female,Male,Total,Year
1976 10,1966,191.47,319.83,511.3,1976
1976 10,1965,206.61,326.36,532.97,1976
1976 11,1965,188.95,327.28,516.23,1976
1976 11,1964,198.13,326.92,525.05,1976
1976 12,1964,205.76,399.08,604.84,1976
1976 12,1963,218.32,414.16,632.48,1976
1976   13,1963,280.6,520.12,800.72,1976
1976   13,1962,267.5,510.18,777.68,1976
1976   14,1962,330.52,669.46,999.98,1976
1976   14,1961,337.61,629.92,967.53,1976
1976   15,1961,392.3,861.19,1253.49,1976
1976   15,1960,389.86,822.3,1212.16,1976
1976   16,1960,516.31     1,238.38,1754.69,1976
1976   16,1959,483.88     1,187.33,1671.21,1976
1976   17,1959,587.08     1,569.35,2156.43,1976
1976   17,1958,562.14     1,514.55,2076.69,1976
1976   18,1958,676.58     1,956.72,2633.3,1976
1976   18,1957,661.68     1,841.39,2503.07,1976
1976   19,1957,661.44     2,70.9,2732.34,1976
1976   19,1956,629.81     1,943.28,2573.09,1976
1976   20,1956,682.17     2,45.8,2727.97,1976
1976   20,1955,656.09     1,886.35,2542.44,1976
1976   21,1955,637.98     2,22.73,2660.71,1976
